image_id,label,file_path,0,1,2,3,4,5,6,7,8,9,10,11,12
11,7,./eda_output/output/train/11.jpg,0.02901974289367596,0.01003225225334366,0.02548508532345295,0.014878617599606514,0.15928417692581814,0.034124381840229034,0.011511756107211113,0.6791802644729614,0.0033034218164781732,0.017045269409815468,0.006176314006249109,0.005828484970455368,0.004130200870955984
12,2,./eda_output/output/train/12.jpg,0.014730209174255528,0.030798938125371933,0.8997958501180015,0.001687240379396826,0.009475326786438625,0.007607955019921064,0.005431501039614281,0.0015487237057338157,0.0029793511106011765,0.0066533563658595085,0.005445672742401561,0.011010885316257676,0.0028349875162045164
13,6,./eda_output/output/train/13.jpg,0.07304361338416734,0.0027618991831938424,0.015931352662543457,0.0036877183398852744,0.0028013566819330054,0.01185734663158655,0.8704599936803181,0.005563022879262766,0.0006965363572817295,0.0027338874836762743,0.0006685198750346899,0.0024451215285807844,0.007349658291786909
14,11,./eda_output/output/train/14.jpg,0.0015193035651464015,0.0016199984626534085,0.004208791263711949,0.0004586465753770123,0.002165303817794969,0.0017828457979097343,0.015309272644420464,0.00591943544956545,0.0570936876659592,0.0032495317670206227,0.02182385278865695,0.881813645362854,0.0030356960487551987
15,4,./eda_output/output/train/15.jpg,0.045399570216735206,0.008654099578658741,0.3245273306965828,0.07227728826304276,0.3620602721348405,0.0026500627864152193,0.0010445334094886978,0.055698862609763936,0.016692794937019546,0.07855606839681666,0.019795511849224567,0.0031980273003379507,0.009445568391432364
16,10,./eda_output/output/train/16.jpg,0.01257307268679142,0.03421459440141916,0.17393949255347252,0.10299401474185288,0.1499021202325821,0.03499225527048111,0.005965701925257842,0.003489531964684526,0.03485259281781813,0.02591419980550806,0.408625602722168,0.009690843988209961,0.0028459837970634303
17,0,./eda_output/output/train/17.jpg,0.8747610648473103,0.0045900118226806326,0.019565314675370853,0.004830310315204164,0.0018207918619737027,0.0022687718737870455,0.074921948214372,0.002590869010115663,0.0031162960221990943,0.00610656807354341,0.0026004746711502475,0.00187677009186397,0.0009508255558709303
18,6,./eda_output/output/train/18.jpg,0.10972714920838675,0.29243020464976627,0.019732974780102573,0.07597961897651354,0.01162986682417492,0.006160230453436573,0.3353663658102353,0.046294950880110264,0.002964467857964337,0.04101190436631441,0.0010063635224166017,0.050087329000234604,0.007608583429828286
19,8,./eda_output/output/train/19.jpg,0.019719285735239584,0.013312446263929207,0.006765466649085283,0.008293644369890293,0.013080170455699165,0.017283791676163673,0.009076896104185533,0.010964041110128164,0.8252681891123453,0.05203173744181792,0.003920835695074251,0.009463643888011575,0.010819857008755207
20,2,./eda_output/output/train/20.jpg,0.0076727981989582385,0.0049294016013542805,0.44730369249979657,0.0030758625362068415,0.007362367119640112,0.4074457287788391,0.06367575501402219,0.0008902481155625235,0.0054188353242352605,0.007092277519404888,0.03230649512261152,0.005951450982441505,0.006875111071470505
21,1,./eda_output/output/train/21.jpg,0.14520891507466632,0.26778489351272583,0.08113648494084676,0.027638296286265056,0.024667369822661083,0.21764050920804343,0.02515457384288311,0.025930284522473812,0.006802650168538094,0.14320214837789536,0.008363906138887009,0.018205428185562294,0.008264515859385332
22,4,./eda_output/output/train/22.jpg,0.1496355546017488,0.04506386009355386,0.09039651850859323,0.02446064973870913,0.5750962495803833,0.0062462612210462485,0.010813970118761063,0.002201572060585022,0.0014173144397015371,0.052964963018894196,0.003799881087616086,0.017773589740196865,0.02012958781172832
23,0,./eda_output/output/train/23.jpg,0.915168325106303,0.017804649736111365,0.015165181830525398,0.0023328568010280533,0.013987526763230562,0.006428193465884154,0.007466344938923916,0.0011197439550111692,0.00305647172111397,0.01458526138837139,0.0016113719078324114,0.0009000245675755043,0.00037407610216178
24,7,./eda_output/output/train/24.jpg,0.017869189381599426,0.002506558453508963,0.009560889564454556,0.0040695005251715575,0.003344515338540077,0.0034752031788229942,0.19357406596342722,0.42958562572797143,0.191283342273285,0.09402317802111307,0.020981998648494482,0.023384184887011845,0.006341751664876938
25,0,./eda_output/output/train/25.jpg,0.2941905607779821,0.015474742278456688,0.2871120025714239,0.016771791502833366,0.1331352417667707,0.046140367786089584,0.13566353792945546,0.0055579956000049915,0.01142328806842367,0.011080192867666483,0.007188712440741559,0.02180858173718055,0.014452958945184946
26,2,./eda_output/output/train/26.jpg,0.04897633288055658,0.061656274522344276,0.43338245153427124,0.07274416678895552,0.35596926882863045,0.007503045878062646,0.0029150589058796563,0.002389339031651616,0.0019687220143775144,0.004693450949465236,0.002386026511279245,0.004305552536000809,0.001110300188884139
27,6,./eda_output/output/train/27.jpg,0.03185948977867763,0.0025208365016927323,0.01656709921856721,0.0034083041052023573,0.0033332058616603417,0.006530674484868845,0.8826318780581157,0.008341382956132293,0.00408226934572061,0.007662157838543257,0.0023531160162140923,0.02848189510405064,0.00222764959714065
28,12,./eda_output/output/train/28.jpg,0.016722228067616623,0.029554241647322975,0.10005070517460506,0.01951759960502386,0.043964667711406946,0.09332809845606486,0.011951434270789226,0.004023020078117648,0.009677451724807423,0.08766673256953558,0.006453619105741382,0.09648939191053311,0.4806008040904999
29,10,./eda_output/output/train/29.jpg,0.0035948521302392087,0.001682250314236929,0.018521575024351478,0.0048848240985535085,0.007553225693603356,0.009013046122466525,0.0016863674391061068,0.002817316601673762,0.018559271469712257,0.012675781268626453,0.8940889835357666,0.01754683954641223,0.007375639902117352
30,9,./eda_output/output/train/30.jpg,0.0019930513517465442,0.0019730100563416877,0.006935755256563425,0.001445847563445568,0.0026100229491324476,0.0007766111278518413,0.0072407715100174155,0.0015410401198702555,0.002186975538885842,0.9689821998278298,0.0005702557682525367,0.002467696787789464,0.0012767753663259405
31,11,./eda_output/output/train/31.jpg,0.0008005093162258466,0.00026833637578723335,0.0019724782711515827,0.0007075797281383226,0.00042414269895137596,0.0005305684462655336,0.0007439843029715121,0.0005794272874481976,0.001411022424387435,0.0019245324074290693,0.0004877496200303237,0.9885966380437214,0.0015530006009309243
32,2,./eda_output/output/train/32.jpg,0.17104985564947128,0.031239156456043325,0.43724523981412255,0.014355209035178026,0.0055970548031230765,0.011702047971387705,0.00969640367353956,0.11861793572703998,0.053006104193627834,0.11968202143907547,0.007191635202616452,0.009728548815473914,0.010888800645867983
33,0,./eda_output/output/train/33.jpg,0.3037319481372833,0.026031410632034145,0.15042228500048319,0.03326096137364705,0.007087650243192911,0.015691406714419525,0.14952241381009418,0.039361811786269144,0.08236631223311026,0.11006556948026022,0.01207935195028161,0.010726744386677941,0.05965213725964228
34,2,./eda_output/output/train/34.jpg,0.012697424429158369,0.0009073499240912497,0.948832889397939,0.0027310751902405173,0.010276705298262337,0.00494346699755018,0.0015986836321341495,0.008763740227247277,0.002431801830728849,0.0026963827743505435,0.0006818821711931378,0.0005759402411058545,0.002862647466827184
35,12,./eda_output/output/train/35.jpg,0.00483634959285458,0.0033839078387245536,0.009333322678382197,0.0022640935688590007,0.003532809787429869,0.004907103138975799,0.001975452760234475,0.0007802422430055838,0.0015960847376845777,0.011196150134007135,0.0031967935307572284,0.0018721837162350612,0.9511254827181499
36,11,./eda_output/output/train/36.jpg,0.14559415603677434,0.041805006796494126,0.021495788047711052,0.0049469932370508705,0.023195695442457993,0.00628850938907514,0.05085082724690437,0.025026050085822742,0.006835817436998089,0.27513690789540607,0.009454531207059821,0.36144287387530005,0.027926805118719734
37,9,./eda_output/output/train/37.jpg,0.0009534569301952919,0.002426274833851494,0.026604168427487213,0.008294123069693645,0.008587609588479001,0.009495376298824946,0.005218838923610747,0.025151920815308888,0.008706040913239121,0.8803013165791829,0.008462054034074146,0.002822627973121901,0.01297615095973015
38,7,./eda_output/output/train/38.jpg,0.007264695828780532,0.002912243090880414,0.016250861187775932,0.0012720710365101695,0.012914688947300116,0.002651617357817789,0.010318363395829994,0.8981559077898662,0.004509523821373781,0.0182719052148362,0.008708078414201736,0.015334762788067263,0.001435248142418762
39,2,./eda_output/output/train/39.jpg,0.01745086753120025,0.02083747209204982,0.7213199933369955,0.00903506235529979,0.0400388470540444,0.04035818700989088,0.008159525071581204,0.0484369844198227,0.005931934652229151,0.01502858754247427,0.05308704745645324,0.014757171118011078,0.005558322028567393
40,2,./eda_output/output/train/40.jpg,0.008110995559642713,0.001437715565164884,0.8968213597933452,0.0060467870595554505,0.009799584280699492,0.004497795753801863,0.005650163938601812,0.0017731233480541655,0.0048310121152705205,0.011793502839282155,0.006573147586702058,0.02736965132256349,0.01529520470649004
41,1,./eda_output/output/train/41.jpg,0.06941814099748929,0.1980716238419215,0.15921187152465183,0.007443416553239028,0.09974943970640501,0.015922672736148037,0.013604400834689537,0.0011749783103975155,0.01335346333992978,0.07790399466951688,0.0026791063137352467,0.19275666773319244,0.1487102061510086
42,5,./eda_output/output/train/42.jpg,0.0008997919697624942,0.004818091945101818,0.29742754126588505,0.0017117046906302373,0.0011214558423186343,0.6861374576886494,0.0012535939264732103,0.0016514137532794848,0.0011433282828268905,0.0018647272372618318,0.001265070546651259,0.00016728255529111874,0.0005385174008551985
43,11,./eda_output/output/train/43.jpg,0.00881617609411478,0.011863322618107002,0.015473159495741129,0.009671163124342758,0.00838696665596217,0.03183698436866204,0.01676793706913789,0.016407792456448078,0.0016797089871640007,0.005438284017145634,0.008950663264840841,0.8625359535217285,0.002171881264075637
44,2,./eda_output/output/train/44.jpg,0.12865623086690903,0.08555947515803079,0.4538231293360392,0.16178330810119707,0.08064896861712138,0.008609829082464179,0.03456724217782418,0.026046577452992402,0.0011928269329170387,0.0030735291074961424,0.003662861107538144,0.0020821853540837765,0.010293827702601751
45,2,./eda_output/output/train/45.jpg,0.07973909626404443,0.2568257177869479,0.46945786476135254,0.04138923995196819,0.004695588567604621,0.023177016992121935,0.00588239279265205,0.007689625956118107,0.05297958323111137,0.02198709361255169,0.01835913024842739,0.004495213894794385,0.01332246073676894
46,1,./eda_output/output/train/46.jpg,0.1858989236255487,0.49439452091852826,0.022565921768546104,0.06342840691407521,0.06090595697363217,0.008597359526902437,0.010618745970229309,0.08753886508444945,0.005374600489934285,0.027733421574036278,0.019773594724635284,0.008580391916135946,0.004589289387998481
47,0,./eda_output/output/train/47.jpg,0.6668060421943663,0.002067171638676276,0.2260199983914693,0.002821024041622877,0.004934945531810323,0.008993855056663353,0.021200292433301605,0.0017164966945225992,0.00268397104809992,0.013929796094695726,0.0007411969709210098,0.032380967478578285,0.015704217463886984
48,3,./eda_output/output/train/48.jpg,0.01200115183989207,0.043203571190436676,0.1346586514264345,0.36795072754224145,0.32022729019323987,0.013289300724864006,0.008501997935430458,0.009957619787504276,0.019250153719137113,0.012286473220835129,0.020192095388968784,0.005837281273367504,0.03264363327374061
49,6,./eda_output/output/train/49.jpg,0.0327908011774222,0.040239776795109115,0.06388812387983005,0.034229012206196785,0.012559631063292423,0.04364060920973619,0.45636770129203796,0.024569777771830555,0.03211890161037445,0.21274042377869287,0.010617847088724375,0.023331388210256893,0.01290601926545302
50,11,./eda_output/output/train/50.jpg,0.0014266257251923282,0.00841839953015248,0.004599952682231864,0.0019476128412255396,0.0025078622760095945,0.004511405558635792,0.0027544311014935374,0.0028296387948406236,0.0045902786854033675,0.005861494612569611,0.004020368854980916,0.9503426551818848,0.006189277327697103
51,9,./eda_output/output/train/51.jpg,0.0025035778526216745,0.0008526150680457552,0.00181931674402828,0.0013418299689268074,0.0009371136936048666,0.0017712808912619948,0.0006260627900095036,0.002126935520209372,0.0008205545066933457,0.9624573787053428,0.002328699474067738,0.001085218546601633,0.021329423412680626
52,9,./eda_output/output/train/52.jpg,0.004924035087848703,0.004476801763909559,0.02649785888691743,0.005431758162255088,0.004954223443443576,0.014703595545142889,0.014294173878928026,0.009680731416059038,0.005779911841576298,0.8690020640691121,0.023680202973385654,0.010197045009893676,0.0063775646073433254
53,8,./eda_output/output/train/53.jpg,0.014964525432636341,0.00698148415540345,0.012426764975922804,0.0015540295959605526,0.013606133754365146,0.00514403116540052,0.003544404035589347,0.01256384477407361,0.919195791085561,0.004738332121632994,0.0008188968349713832,0.0025745537714101374,0.001887157520589729
54,6,./eda_output/output/train/54.jpg,0.021902106547107298,0.013958738263075551,0.039610901226600014,0.018698446297397215,0.02997801794360081,0.021395075445373855,0.6675461928049724,0.0471849072103699,0.026692098006606102,0.01751214312389493,0.061182424426078796,0.028195939026772976,0.006143028615042567
55,3,./eda_output/output/train/55.jpg,0.0260647963732481,0.028956983238458633,0.16232602794965106,0.23434187968571982,0.07949601734677951,0.057450536638498306,0.03831856977194548,0.13309941440820694,0.01922572652498881,0.06120093508313099,0.12289306769768396,0.015577434562146664,0.021048597681025665
56,9,./eda_output/output/train/56.jpg,0.15855051328738531,0.03346876986324787,0.01509359572082758,0.016695652157068253,0.08625981832544008,0.01055044587701559,0.021784230445822082,0.11233595510323842,0.006419070220241943,0.43939222892125446,0.012265253501633804,0.011813612344364325,0.07537082955241203
57,6,./eda_output/output/train/57.jpg,0.03413166835283239,0.04598343310256799,0.03166833302627007,0.005562401221444209,0.016022558401649196,0.013076329759011665,0.5115110278129578,0.018038513138890266,0.008558303583413363,0.08755642113586266,0.010293600304673115,0.20976419498523077,0.007833221616844336
58,4,./eda_output/output/train/58.jpg,0.01266411847124497,0.010388800719132027,0.03959627697865168,0.13036495447158816,0.5434853434562683,0.01613663975149393,0.0862058997154236,0.07822468380133311,0.0034671830168614788,0.024751728400588032,0.007888685368622344,0.04251653204361598,0.004309107161437471
59,0,./eda_output/output/train/59.jpg,0.6978445847829182,0.006084731003890435,0.09892662987112998,0.0027681036541859307,0.002077898903129001,0.027527458500117064,0.0017228300566785038,0.0014130770966100197,0.015078694249192873,0.13329638789097467,0.007779064743469158,0.003777986702819665,0.0017025076473752658
60,4,./eda_output/output/train/60.jpg,0.006323255055273572,0.004652270659183462,0.11584529777367909,0.09977659614135823,0.5559484362602234,0.004180757484088341,0.001840676258628567,0.18686430156230927,0.00772616903608044,0.007543157786130905,0.006291953303540746,0.0009393927951653798,0.002067704413396617
61,9,./eda_output/output/train/61.jpg,0.004081106822316845,0.00024368656158912927,0.0021925447896743817,0.0007098144851624966,0.0002795825227318952,0.004220326508705814,0.000986034128194054,0.0003426144927895317,0.0006119070361213138,0.9850823680559793,0.0004004382353741676,0.000512664254832392,0.00033686831981564563
62,9,./eda_output/output/train/62.jpg,0.03519180230796337,0.006324118624130885,0.04750106732050578,0.01305531213680903,0.02099793218076229,0.008378547305862108,0.01855834988721957,0.003821297393490871,0.003991732994715372,0.5975500543912252,0.06378663866780698,0.16139522939920425,0.019447936366001763
63,0,./eda_output/output/train/63.jpg,0.9050871928532918,0.0036419820971786976,0.004213425408427914,0.005558301015601804,0.007819680652270716,0.0011019252415280791,0.008797889420141777,0.03936251703028877,0.003559134299090753,0.009575512415419023,0.0022786079110422484,0.006204708168903986,0.0027990699745714664
64,4,./eda_output/output/train/64.jpg,0.03100723431756099,0.021246370937054355,0.0817551463842392,0.15773517390092215,0.23341260850429535,0.08488194644451141,0.015531010460108519,0.043768243553737804,0.008269670574615398,0.11633585145076117,0.02581844540933768,0.07308868318796158,0.10714961836735408
65,11,./eda_output/output/train/65.jpg,0.0035303795787816243,0.006585935751597086,0.005961101657400528,0.003540420982365807,0.03784183692187071,0.005453940170506637,0.001369491646376749,0.0016244309566294155,0.0011497204565481904,0.006766499408210317,0.001028851179095606,0.9227702220280966,0.002377142974485954
66,2,./eda_output/output/train/66.jpg,0.0006984333546521764,0.0004216775220508377,0.9708608984947205,0.000590201971742014,0.0018958647075730066,0.01725426137757798,0.0034843542768309517,0.0004186924100698282,0.001066367961660338,0.0008337474525130044,0.0010505576695625982,0.0006493895489256829,0.0007755551074903148
67,3,./eda_output/output/train/67.jpg,0.0055413044659265625,0.06436957760403553,0.022842276065299906,0.798730472723643,0.006417847044455509,0.0026176693694045148,0.002440958012205859,0.009820730929883817,0.0016902197385206816,0.005559463907654086,0.00383812771178782,0.0038894530152902007,0.07224187130729358
68,9,./eda_output/output/train/68.jpg,0.009276816931863626,0.0014789172370607655,0.0009456302893037596,0.0004923513867349054,0.0018353804480284452,0.0007291251483062903,0.003128932323306799,0.004833175024638574,0.0006785323979177822,0.9749839901924133,0.0008238453107575576,0.0005860391538590193,0.00020728487288579345
69,0,./eda_output/output/train/69.jpg,0.9226360321044922,0.00459965617240717,0.005428158290063342,0.002791468907768528,0.002020227994459371,0.004447248143454393,0.010449128846327465,0.01113055762834847,0.00248106662184,0.007998457100863257,0.002991687118386229,0.007874896633438766,0.015151440942039091
70,2,./eda_output/output/train/70.jpg,0.13295062134663266,0.01464467216283083,0.3467124253511429,0.022166708872343104,0.06981998185316722,0.04305915658672651,0.027320832634965576,0.15291649103164673,0.03415702717999617,0.13546862515310448,0.013852433301508427,0.004386746246988575,0.0025442686552802725
71,1,./eda_output/output/train/71.jpg,0.00954612270773699,0.9469192425409952,0.004351129522547126,0.015332636268188557,0.003061034445029994,0.002556135800356666,0.002012240933254361,0.004053256280409793,0.0006323511867473522,0.004576619481667876,0.001171371191351985,0.004559797778104743,0.0012280456624769918
72,12,./eda_output/output/train/72.jpg,0.06692402437329292,0.07073381232718626,0.1017126099516948,0.006512511521577835,0.0026366149152939515,0.013589785434305666,0.022955890434483685,0.018573449303706486,0.0038163033993138624,0.005368429080893596,0.01011647159854571,0.07148656621575356,0.6055735448996226
73,2,./eda_output/output/train/73.jpg,0.05413344316184521,0.02380193304270506,0.43094056844711304,0.16247859100500742,0.00667534644405047,0.07326122497518857,0.038020042081673935,0.039537287006775536,0.05261704744771123,0.07657766280074914,0.013806111179292202,0.0015942173389097056,0.02655655611306429
74,6,./eda_output/output/train/74.jpg,0.0009597198804840446,0.015055492985993624,0.01045959535986185,0.0038359721656888723,0.0054976607983311014,0.015758881966272988,0.8618726134300232,0.005999865631262461,0.04894036186548571,0.01452879048883915,0.002135676021377246,0.004805528403570255,0.010149879846721886
75,5,./eda_output/output/train/75.jpg,0.00041970037515663233,0.0002522516976265857,0.002285209697826455,0.0002983623465600734,0.0003591485728975385,0.9847822388013203,0.0040764872877237695,0.0007406033012860765,0.00021074822385950637,0.0033830709289759398,0.00012660025943963168,0.0027819336003934345,0.0002836877489850546
76,3,./eda_output/output/train/76.jpg,0.002434075412262852,0.03158511267974973,0.4021613448858261,0.437186469634374,0.04252994665876031,0.004980706299344698,0.01813471162070831,0.016852502381273855,0.0013831097361010811,0.015809032289932173,0.014940229196023816,0.01034705713391304,0.0016556924286608896
77,0,./eda_output/output/train/77.jpg,0.8038127024968464,0.0198761864254872,0.033519165900846325,0.01650287862867117,0.0132884926473101,0.0017352538804213205,0.034084249287843704,0.0029322725798313813,0.013388797175139189,0.04593799511591593,0.0023698948207311332,0.002494937740266323,0.010057161329314113
78,2,./eda_output/output/train/78.jpg,0.010261209681630135,0.0019751498475670815,0.9025714198748269,0.004526073889185985,0.001706525955038766,0.002949204839145144,0.00803493025402228,0.021700825852652393,0.025052997904519238,0.005294079038624962,0.009143632060537737,0.004883220535703003,0.0019006921599308648
79,5,./eda_output/output/train/79.jpg,0.004192153496357301,0.0017013232087871681,0.05067486440141996,0.027510402801757056,0.014083730056881905,0.8068182667096455,0.010102296403298777,0.0021447480345765753,0.004202284888985257,0.043979046090195574,0.001881321431331647,0.0007055014139041306,0.032004051453744374
80,7,./eda_output/output/train/80.jpg,0.000966216903179884,0.00033872084653315443,0.002180705196224153,0.0007189696383041639,0.0007903064930966746,0.0005114443968826284,0.000970340013736859,0.9847931067148845,0.0008109823296157022,0.00443685962818563,0.0006098359590396285,0.0019316795514896512,0.0009408359571049611
81,9,./eda_output/output/train/81.jpg,0.0027257138087103767,0.0009340951219201088,0.0021108461466307444,0.0012255677332480748,0.0014884907092588642,0.0009675000134545068,0.015223792754113674,0.002701626430886487,0.00666237180121243,0.9593441883722942,0.00259833379338185,0.0033569596319769817,0.0006605629459954798
82,6,./eda_output/output/train/82.jpg,0.012900541070848703,0.0025592465147686503,0.0031467945470164222,0.0009955894784070551,0.0025123220402747393,0.0013699576181049147,0.5930836151043575,0.0024433717286835117,0.0015056653452726703,0.37427110224962234,0.0019734163070097566,0.0016569646929080288,0.001581384742166847
83,9,./eda_output/output/train/83.jpg,0.001952836522832513,0.0007452215941157192,0.00537316834864517,0.0013600492384284735,0.0012232812975222864,0.0030013955353448787,0.0008104657560276488,0.0007243338235033056,0.0008193820734353116,0.9819847941398621,0.0008392912762550016,0.0010039371360714238,0.00016181412017128122
84,9,./eda_output/output/train/84.jpg,0.010735965799540281,0.0572482889983803,0.013609385583549738,0.006583736666167776,0.0016384886112064123,0.0026477062686656914,0.004024907907781501,0.023845755184690155,0.005239991160730521,0.8314867814381917,0.0035210135004793606,0.032927334463844694,0.006490683027853568
85,9,./eda_output/output/train/85.jpg,0.047383347603802875,0.018599627849956352,0.019073578373839457,0.09710113471373916,0.021177418374766905,0.026000859060635168,0.10076089637974897,0.07831953512504697,0.00609761411518169,0.4700335959593455,0.017663864651694894,0.03794468939304352,0.05984384100884199
86,6,./eda_output/output/train/86.jpg,0.05163053298989932,0.020872119270885982,0.14414047201474506,0.038075223565101624,0.015466772485524416,0.015017953080435593,0.5486459036668142,0.01574060646817088,0.0036622542150629065,0.017809242010116577,0.014505006993810337,0.03675777651369572,0.07767616212368011
87,11,./eda_output/output/train/87.jpg,0.01093808530519406,0.019531299049655598,0.009978364532192549,0.011821693740785122,0.03364016239841779,0.004765337488303582,0.0010789586425138018,0.0010693545821898927,0.0009235506295226514,0.21436782553792,0.0029506815578012415,0.684124618768692,0.0048100734905650215
88,12,./eda_output/output/train/88.jpg,0.03748417645692825,0.029010667543237407,0.13926242291927338,0.028668536494175594,0.011094012297689916,0.1034938699255387,0.012616090631733337,0.0555426770200332,0.009980975805471342,0.029722866291801136,0.0034410196046034494,0.05920721311122179,0.48047548035780585
89,5,./eda_output/output/train/89.jpg,0.0013622784172184765,0.046501986061533294,0.00444456694337229,0.006486885870496431,0.0012146075411389272,0.7617766459782918,0.15796244703233242,0.0009760459167106699,0.0005859947899201264,0.008497183676809072,0.0031576870242133737,0.00488713220693171,0.002146561125603815
90,2,./eda_output/output/train/90.jpg,0.025336062846084435,0.041252018262942634,0.31101755301157635,0.036125339102,0.017355444375425577,0.13433169946074486,0.06341588000456493,0.25557009875774384,0.018821893880764645,0.029731588903814554,0.0031567919456089535,0.018268438676993053,0.04561720291773478
91,2,./eda_output/output/train/91.jpg,0.014321242847169438,0.050271208087603256,0.2963122725486755,0.11292953789234161,0.11576099631687005,0.23413907488187152,0.00355996269111832,0.01761020813137293,0.007878471786777178,0.13314951211214066,0.00537528827165564,0.006329555452490846,0.0023626763528833785
92,3,./eda_output/output/train/92.jpg,0.18618804464737576,0.013841441987703245,0.02359695577373107,0.5867158571879069,0.16549119725823402,0.0010921350525071225,0.0017557517082119982,0.002469346043653786,0.0009890735188188653,0.007144296386589607,0.0021869377233088017,0.000673738153030475,0.007855217671021819
93,11,./eda_output/output/train/93.jpg,0.007935827500962963,0.004985679251452287,0.002466476308957984,0.001469358840646843,0.002538927015848458,0.00295449941768311,0.018163595038155716,0.009206019380750755,0.0042707854105780525,0.004012073448393494,0.0012719251681119201,0.9398038983345032,0.000920936610782519
94,2,./eda_output/output/train/94.jpg,0.13108856044709682,0.010025545489042997,0.6913592418034872,0.020485592850794394,0.0034896948297197623,0.031452665105462074,0.004988656068841617,0.011483400594443083,0.013712342673291763,0.003666636223594348,0.0016284749532739322,0.061827490727106735,0.014791661563018959
95,2,./eda_output/output/train/95.jpg,0.012978373716274897,0.014106758647055056,0.7811050216356914,0.041924118995666504,0.06137806666083634,0.012389826976383727,0.003939471973959978,0.008761883558084568,0.030532307690009475,0.010748029065628845,0.009549200690040985,0.0037533995928242803,0.008833563032870492
96,5,./eda_output/output/train/96.jpg,0.003395505986797313,0.005170860909856856,0.05929615534842015,0.01451356918551028,0.013814469488958517,0.3765099036196867,0.003562378309046229,0.005033090865860382,0.0014320271244893472,0.16939168609678745,0.00185736493828396,0.02566310204565525,0.3203598993519942
97,2,./eda_output/output/train/97.jpg,0.03405341568092505,0.01214734852934877,0.4559800227483113,0.03024301181236903,0.04763940799360474,0.022902711449811857,0.01778624951839447,0.3069320221741994,0.028675853895644348,0.019600481415788334,0.0034706049676363664,0.007850855278472105,0.01271800541629394
98,0,./eda_output/output/train/98.jpg,0.3589226057132085,0.024187066902716953,0.06781755139430364,0.035726362839341164,0.30125426252683,0.0051611101953312755,0.02889227618773778,0.0032543628476560116,0.003504522532845537,0.12338134894768396,0.00515818603647252,0.018809067240605753,0.023931294369200863
